Board,Solution,Difficulty
31.78.....45..3..99..4...23..7..2.3.2....197..5...8..24.1...36.....1.8.778..6.2..,312789456645123789978456123897642531264531978153978642421897365536214897789365214,Hard
5..1.29.7.3.7.8...89...5...7.9.2.1....6.13.793.5...2.697.3...12.42..956...324.7..,564132987231798654897465321789624135426513879315987246978356412142879563653241798,Hard
..72..64.5.4...3..2..56..78.8....264315.......2..89..3.....8421...65378.97...2..6,897231645564897312231564978789315264315426897426789153653978421142653789978142536,Hard
..7..6..332..7........1.8.9..57.84.2.463..7....9..2.5.4.....635.9...5.2.5...2....,987546213321879546654213879135798462246351798879462351412987635798635124563124987,Hard
......879...246...5....9..6.6....9.7.32.8......8.543..8.95..41....7...63...412.9.,624135879987246135513879246465321987132987654798654321879563412241798563356412798,Hard
..765...1..19..6.......1987.1..7.24..89..613..2.135...9..563...6.....7981.2..8..3,897654321231987654564321987315879246789246135426135879978563412653412798142798563,Hard
9..3.2...64...8.2.3......87...153..6.5....8792.4.9.1........41..8942.5...215...9.,978312654645978321312645987897153246153264879264897135536789412789421563421536798,Hard
..7.13.6......68...54...23..1.6.....5..98.........4653......78.2...9...58.93.1...,987213564321546897654879231412635978563987142798124653135462789246798315879351426,Hard
53......14..563..9.89........7.3.26..6.87..5...32..8..9....1..5.45.8.....1.6.4.7.,536798421421563789789412536897135264264879153153246897978321645645987312312654978,Hard
.....1356.245..8.....7....1..8.536.4.62...51335.264...2.36...9887..1..655..9781..,987421356124536879635789241798153624462897513351264987213645798879312465546978132,Hard
.....8654...1.2....79..5....5..8..4.798..........1..791.48.9..3..73..41.6..24.7..,213798654546132987879465321351987246798624135462513879124879563987356412635241798,Hard
..531.......9....4..8...2312..1..7.9.9.264...153.9.4...8...6....3...197.4.17...53,645312897312978564978645231264153789897264315153897426789536142536421978421789653,Hard
.......97.2.8...6.9.75....1.....76.37.8..5..256.12......635.78.13...84.6..9.6.3..,654213897321879564987546231412987653798635142563124978246351789135798426879462315,Hard
...4....99873....6...7..31.2....597.3....71428791...5..6.879....32.4..97.9..1.5..,513462789987351426624798315241635978356987142879124653465879231132546897798213564,Hard
3..2..7.9..815....46....31..1.....9..7....564.4.978.....5.89..29..4.1..3.....6..8,351264789798153426462897315213645897879312564546978231635789142987421653124536978,Hard
....567......4..3.635..9.2..9...3......9.715.3...248..5.679...28..1....52.34...78,124356789987241536635879421798513264462987153351624897546798312879132645213465978,Hard
...4.6..1.12.8.6.4.4...3.87...53.8...9.64..3.15....2...89..5.12...897.6...62..798,978456321312789654645123987264531879897642135153978246789365412421897563536214798,Hard
.4..8...3879...6....5.2.9..32...5......1..46..54...13.5....9.41.12...8.97..241..6,246987513879513624135624987321465798987132465654798132563879241412356879798241356,Hard
..6.8...53....48....9..32...971...5.2..4.5..7...7.83.11......9897.2...6..5.87..1.,426987135315624879789513246897132654231465987564798321142356798978241563653879412,Hard
........53.56.2....8.5..4..2....68..897....6......9.31....1...3.42.6..7..5.89.1..,426978315315642789789531426231456897897123564564789231978214653142365978653897142,Hard
26.1..97....2..5.1.538..6..4.1.8..6.7.....214..6.2...7..8645..3645....8.31..78.5.,264153978897264531153897642421789365789536214536421897978645123645312789312978456,Hard
3564........53..2...17..63.7.8..5...13...8..6...312..962....7.....89.4...8...43.1,356421987879536124241789635798645213132978546465312879624153798513897462987264351,Hard
...462..3135...2..2......97.6.1...8.79.....2..1.98.53665..1.9.....87964.987..6..2,879462153135798264246351897563124789798635421412987536654213978321879645987546312,Hard
.453....8...6.4....1....6.52.....8.78......531.3.79....89...42..2.7..5....641....,645321978978654312312987645264135897897246153153879264789563421421798536536412789,Hard
.89....24....24....269.7.....235...965..7.24.978....5656.7.81.....13.4.52.....79.,789513624315624987426987513142356879653879241978241356564798132897132465231465798,Hard
5.3...97...2..8..37..6.3..2.54..189..21.9.5.4.8..642........3151..789...2..31....,563142978412978653798653142654231897321897564987564231879426315135789426246315789,Hard
....786...4.5.1..8.7......1..8....14..321..9...28.7.6.3...8.4.66..12.7..98...61.3,135978642246531978879642531798365214563214897412897365321789456654123789987456123,Hard
7..4..3.6..253..7..6.7...419...1....6.4..8...3....5798.79....24..5264....4..97.1.,798421356412536879563789241987312465654978132321645798879153624135264987246897513,Hard
...241....2..5.79.53..7......8....5.6..7.8..1....6.987.9...32.6.649...3.1..6.48..,789241563421356798536879412978132654645798321312465987897513246264987135153624879,Hard
...7...5.9.....2.4.13.......6.....12...54.97.7.82.....35..87...2.1.3.7......2.5.6,624798153987351264513462897465879312132546978798213645356987421241635789879124536,Hard
9....34.21..7..5...3.412....46.2..8..1..8..54.7965....4.21....9...8.9..67.8.4...5,987563412124798563635412798546321987213987654879654321462135879351879246798246135,Hard
...798..353.....8.9.83...2..8...34651.354......6..91.....12.....65.8...1.146..87.,642798513531462987978351624789213465123546798456879132897124356365987241214635879,Hard
6.......89..4...5....78.4.2.41.78.3..79..3.2....1.2.8.....642..1.....5.6..5.....9,624315798987426351513789462241978635879653124356142987798564213132897546465231879,Hard
..8..5.1..1.798..6..5.....915.98.....9.6..3512645.....5....198.4...7..3..89.5.1..,978465213312798546645132879153987462897624351264513798536241987421879635789356124,Hard
8.95.3...1...........9.7.13.98...3...1.3...79.6.879.4...1.6...8.54.9.13.98...24.5,879513624135624987246987513798241356412356879563879241321465798654798132987132465,Hard
.45....8.9.....32131.987....364.27.....563..24.1...5.3153.7...............72.6.3.,645321987978654321312987654536412798789563412421798563153879246264135879897246135,Hard
...98742.214.........1..53...14..8.7..2.9...39...5.....2...6.7..5.879....8....645,365987421214635789897124536531462897642798153978351264123546978456879312789213645,Hard
7.82.6...46....79....8..4.2..398.....46......8.....213.2....635....63....35.1...7,798246351462135798351879462213987546546321879879654213124798635987563124635412987,Hard
65...7..19.8...536.4..35....15.6..97789.........79.1.3...8793....72..6452.1....7.,653987421978124536142635789315462897789351264426798153564879312897213645231546978,Hard
1...4.8..2.4.7.1.5.9...1...5..8....2.....4.6...13.5.9..78.2.....45...3.....4.698.,153642879264978135897531246536897412789214563421365798978123654645789321312456987,Hard
97...1....4...732....65.9....1........6.9.4.2.894..5..2.4.....5...1.5.46.5...6.7.,978321654645987321312654987421563798536798412789412563264879135897135246153246879,Hard
...978.1.8....256..4...3.....5...321.9.23...413..64..7..47.91....731....5.3...87.,356978412879142563241653798465897321798231654132564987624789135987315246513426879,Hard
.42.....9....9..26.78..4...21......33.542.9.....536.4.1.3.785......1289.78.....31,642153789531897426978264315214789653365421978897536142123978564456312897789645231,Hard
..8.....2.6..147..4...9.5.387.6...3.13...8.4....5.1..9..1..9.......5.3.....12..87,798365412563214798412897563879642135135978246246531879321789654987456321654123987,Hard
9..356....42...3.......187.5...3..9...1.9..6..974....2.8...45..426..3...3....7.24,978356241142879356653241879564132798231798465897465132789624513426513987315987624,Hard
.5.4...8.....6342.142.9..3.5.4..19....765...2..1..76.5...8792.4426...8.7.8.2.....,653412789978563421142798536564321978897654312231987645315879264426135897789246153,Hard
.9.31.4........7.846...9.......9..13...5.4.79879.3..4...59.81.4..71..635.24...9..,798315462351426798462789351546897213213564879879231546635978124987142635124653987,Hard
9..642.......3.8.7513.....4356..4...8.....421...897..6..8.5.3...651..9....2.8964.,987642153624531897513978264356214789879365421241897536798456312465123978132789645,Hard
.9.1.3..2.64.......5.2..9..645.7....9..312.5.3.2.4.78.789.....5.....9214...536...,897153642264897531153264978645978123978312456312645789789421365536789214421536897,Hard
.7.1.2.5.21..657..5..7...239..2.13...24.......3..7.214..8...6.24.2.8.53.3.162...8,879132456213465789546798123987241365124356897635879214798513642462987531351624978,Hard
.......7.63..........2146...62..8.1.7..53...6.51.4....87..2.....13..68.7...7.923.,124365978635897142987214653462978315798531426351642789879123564213456897546789231,Hard
..53....7...98.6..7..6..3.1.87....35.1..7924.6..135....41.9....8.95.3.1.....12798,465321987132987654798654321987246135513879246624135879241798563879563412356412798,Hard
...4..9..8..536.......8.6.5....4.21..653.2....32....465..8.7..26....379898...4..1,356421987879536124241789635798645213465312879132978546513897462624153798987264351,Hard
...14.35..2.....796..9.8.4.8...3...5..3.647......9.1.2798.........426......7..513,987142356124653879635978241879231465213564798546897132798315624351426987462789513,Hard
...798..19.8...3.614......9564...13......1.6...1654..84.6879....8.1..62431...698.,653798241978412356142563879564987132897321465231654798426879513789135624315246987,Hard
....31.......642..2.1...56.7..42..1531.7.9.....63....96..1...78.786.314..429.8...,564231897897564231231897564789426315315789426426315789653142978978653142142978653,Hard
62497........429.89.7...6.2356..7.1...9..43.5.4...589....1.3.5646....1.313245....,624978531513642978987531642356897214879214365241365897798123456465789123132456789,Hard
...98.....78...6...3..24...4.6........3..57.....132.5.2.43...9.8.7...3.....8.9.14,642987531978513642531624978456798123123465789789132456214356897897241365365879214,Hard
412..6...5....9.24.....1.3..5.97...3.21.4.8...8.3...462.6........9...46.....647.8,412536987563789124798421635654978213321645879987312546246897351879153462135264798,Hard
321.9........65.......3.7.8.63..1....9..5.24....8..35.8..6....3...9.....2465...87,321798465987465132654132798563241879798356241412879356879624513135987624246513987,Hard
...879....6...17........4211.37..6.54.61.....7..4.5.125.1.8..6.....13.97.78.2.1..,214879536365241789897356421123798645456132978789465312531987264642513897978624153,Hard
31......7645.8........2..641..2..78.8.7..54...648.9...42.56...85....8142.894.2.5.,312654897645987231978321564153246789897135426264879315421563978536798142789412653,Hard
5....2.9.21.....6.8..46....4.2.13....5...76......2.5.3.2.8....6..7.56..1.352..8..,546132798213798465879465132462513987351987624798624513124879356987356241635241879,Hard
......2......24.9..21...3.53..8...5664.....8.97.54.......3.19..8.7..2.......9.642,789635214536124897421987365312879456645213789978546123264351978897462531153798642,Hard
42.9...5.5..1.2......6.3.41.97.2.5...6.3..9...5..8.62....2.1..83.2.97.6..78.64.32,421978356536142879789653241897426513264315987153789624645231798312897465978564132,Hard
1...5.......8..4...8.2..5.6.13....785..79..1.....3..4..985.3........4..7.6...71.3,124356789635879421987241536213465978546798312879132645798513264351624897462987153,Hard
9.7..4...3...8..5.6...2.987.1..9...3.6...27.....5....2.358....6.4.1..87...92..1..,987654321321987654654321987412798563563412798798563412135879246246135879879246135,Hard
..2...79....3214..6.5..7...789....5.536...2...2..638..897...6.....879..31..24...7,312654798978321465645987132789412356536798241421563879897135624264879513153246987,Hard
.9..3.6....5....21.3246.9......794122......9.879..1....13....79...987......5.3..6,798132654465798321132465987356879412241356798879241563513624879624987135987513246,Hard
...32.79....9..4...78....3.8..246...1.38..6..2...35..7.364.2..9.89.6.24..2..9.356,645321798312987465978654132897246513153879624264135987536412879789563241421798356,Hard
.3.........2.5.97...826.......5.621.2.4.893..36...1.97.89.45....2.9...56...3..7.9,531897642642153978978264531897536214214789365365421897789645123123978456456312789,Hard
4.6..9...3.5.2...8...31.6.2.....71..2...647...97...45..5.97.........3.97.781.....,426789531315426978789315642564897123231564789897231456653978214142653897978142365,Hard
.6..9...3...1.2.5..3..6.78.6.....53....6249.8.87.1..4....8..21.2..3....78792....5,465798123798132456132465789624987531513624978987513642356879214241356897879241365,Hard
6.....98.1.49.7....8..351...6....7.83.1.9..6....462.5...9...21.2..8....6.4.2.3..9,635124987124987635987635124462351798351798462798462351879546213213879546546213879,Hard
...5..6..46...7.13..1.2.9.7.243.6...9..2...5663...9..154..9.13..7..32.....3...79.,798513624462987513351624987124356879987241356635879241546798132879132465213465798,Hard
.7..2.....13.5.9.8..6.8.31.3..2..89...81..26446.8.9....357...2.9.....53612......9,879321645213654978546987312351246897798135264462879153635798421987412536124563789,Hard
............65.7.85469.....12..63.....7.12.56.3.....41..12.69..4..87....79....6.4,879321465213654798546987132124563879987412356635798241351246987462879513798135624,Hard
3..798.....94..6352.15....7.1...6.98.8..35.....48...51.65...21.....5.8.....32154.,356798124879412635241563987513246798987135462624879351465987213132654879798321546,Hard
..4.98.......5..46.13.6...91..54.....98.1..5....8..32...6.874.224.....98.791.4...,624798135987351246513462879132546987798213654465879321356987412241635798879124563,Hard
......412.63.2.......9875....75.6.....4...9873.187..5.....518..1....8.4687..62..5,798635412563124798412987563987546321654213987321879654246351879135798246879462135,Hard
..7....62....7.....1.64..9....789...79...3.4...24...792....59.7...214..5356...1..,987531462624978351513642798465789213798123546132456879241365987879214635356897124,Hard
78.4...3.....63.895..79..2.3.2....7....3216..6...873.2..71..2.4..3246.9..64...1.3,789412536421563789536798421312654978978321645645987312897135264153246897264879153,Hard
.6..972..8...3.56...1.6..9.7.....4.....789....154.....14..5...86..9...4297.1.2..3,564897231897231564231564897789315426426789315315426789142653978653978142978142653,Hard
7.9...36.....5..97..69.8...1.342....2...89..1......64264....1...12.....9.7..31.5.,789142365421653897536978214153426978264789531897315642645897123312564789978231456,Hard
..63.1......4.235.1.....46.....2..874...876..79..3.....8..462.3.2187.....54...8.9,246351798879462351135798462563124987412987635798635124987546213321879546654213879,Hard
.6.7.81...3246....7....245.987.....2...6..9.8..4..7..13...7.21..7.....652.13.6..7,465798123132465789798132456987513642513624978624987531356879214879241365241356897,Hard
...1.3.87.98...51.351......6....18799.75.6....2...9.56...31.7.82.3.7.4..8.9.4.1..,462153987798264513351897624635421879987536241124789356546312798213978465879645132,Hard
..14..9.....1....565......2.356....7...97.15.8.9.3....4.2.65....6..97.21.9...4.3.,321456978987123645654789312135642897246978153879531264412365789563897421798214536,Hard
...13.46....24....62.8.93....5.8...3..2..4.79.98..1.46356.9.1.4.4.5..98.8..4.26.5,987135462513246798624879351465987213132654879798321546356798124241563987879412635,Hard
..8..1.....2.64.7...5..7213...6..9.753.9.....7..1.2.35......79889.3..4.226..8....,978231546312564879645897213421653987536978124789142635153426798897315462264789351,Hard
.....2635241..3...3..798.2..3..5...979....5..46..87...9.71........87.35.5.3.4..98,879412635241563987356798124132654879798321546465987213987135462624879351513246798,Hard
4..23.....895...211....765...5142..8.1.9.....8...5.....3..8..4...84.6...642....79,456231987789564321123897654365142798214978563897653412531789246978426135642315879,Hard
4.63.5.......8..4678..2...5...5.....2....76...6...19.7..314..9.97....412...97.56.,426315879315789246789426135897564321231897654564231987653142798978653412142978563,Hard
.........36..87.1..9....365..1.6.9.8.7.35...26.27...3...92.34..1...4678.45....1.3,214635897365987214897124365531462978978351642642798531789213456123546789456879123,Hard
.1.4.2.........264.2.79....2.1.3..8.8..1.4.36.5698........7.31.7.8...6.5....469.8,513462897987351264624798153241635789879124536356987421465879312798213645132546978,Hard
.5..26..7.....56.426.78..1.3...6..986.....13..7.23..6.421...8.9..91.23.6..6978...,153426987897315624264789513312564798645897132978231465421653879789142356536978241,Hard
.5....87..62.7.1.5...135.4..1.....8754.9..3..8.9...65.1..5637..98.41...36.5....12,351246879462879135798135246213654987546987321879321654124563798987412563635798412,Hard
12.8....56..2..897..7356......4.5.2..46...7..2...984....1....4..9..24....62.1.97.,124879365635241897987356214879465123546132789213798456351987642798624531462513978,Hard
..578...1..8123..43.24..9.742...5..853.....127..214.6..6...8.3....6.287..97.3..4.,645789321978123654312456987421365798536897412789214563264978135153642879897531246,Hard
.7.2.34..54.8......1....7.91.4..5.9.98...4..5.....72.4.5..6....4.2.........351...,879213456546879123213546789124635897987124365635987214351462978462798531798351642,Hard
..6...7.842.9.8......6.34.....8...5.9....4.21....31.8.26..1.....5..8..46..7.2...5,536142798421978563789653412312897654978564321645231987264315879153789246897426135,Hard
4621.3..........51.5.8.746..87.36...6...2..8.1...8..35.4......9.79...2.3...9785..,462153798798264351351897462987536124635421987124789635546312879879645213213978546,Hard
987.5..2.32..8.....5.321.8.4....83655.34.....79.5.3.....587...2..6..5.78...24..31,987654123321987456654321789412798365563412897798563214135879642246135978879246531,Hard
6..987...53......8......462..6.98...7.....546..3..5.7..9.2.1.3..65...1...1435.9..,642987351531624798978513462456798213789132546123465879897241635365879124214356987,Hard
..28..3.......3..65..2.4..9...6...97....782..789.12....1.5.6.7...57..142897.2..5.,642897315978153426531264789123645897456978231789312564214536978365789142897421653,Hard
.8.142...536....4.......9786...9.2.1312.6..9.....3.564..478..15153..6.....73..4.6,789142653536978142421653978645897231312564897978231564264789315153426789897315426,Hard
4..8...1...5..67....913..2...2563.......9.14297..1...3.3.....9.564..7......3215..,426879315315246789789135426142563978653798142978412653231654897564987231897321564,Hard
6.4.8.3......2.79.......4.2.3.564.79.98....46....9721.3569.8...2..65...787...26.5,624789351513426798987315462132564879798231546465897213356978124241653987879142635,Hard
..2..7.6.9.....13..4....7.85361....9...9...5....6..24126.3.5...89..26..3..3.8.6.4,312897465978564132645231798536142879421978356789653241264315987897426513153789624,Hard
.4........7.2...633...9.41...2.56..74.5..93...98.2..........8799875.....6..9.813.,241365798879214563356897412132456987465789321798123654513642879987531246624978135,Hard
6....1.9.3...87.6.....5.2314.2.......985....2...41...8.358...2....13..8..7...63.5,654321897321987564987654231412798653798563142563412978135879426246135789879246315,Hard
...3...8...9.6..1.13.79.....8...62.1.542.3..7.2.....644.2..7..3....249.....63..42,246351789879462315135798426987546231654213897321879564412987653563124978798635142,Hard
.63..........6..7979.2...5.1..6.2..72...7.5..8.9.....49..1.3.6...478.1...2...679.,563897241412365879798214356135642987246978513879531624987123465654789132321456798,Hard
......897.97..13..3.57.92...42.....1....6.97897.......1..64..8...9.1.45.45..7...3,214536897897421365365789214642897531531264978978153642123645789789312456456978123,Hard
..9.1..654.6......12...6.9....1..3563..98...12.46..8.......85.3.7..51.2..31.6.9..,789213465456879132123546798897124356365987241214635879642798513978351624531462987,Hard
53.7......8....5.6.....6.892.4.9.1.....15..641...6..97.459.8..2.78..26....2..597.,536789421789421536421536789264897153897153264153264897645978312978312645312645978,Hard
...8..6.5..83..1...6.2.4....54....79987456.....1..9.46....4.35.1...78...2.6..17..,412897635798365124563214987654123879987456213321789546879642351135978462246531798,Hard
...5.62..1.....36..354.......215..7.79.2..5.13..897...8.9.4.1.32...784....6.12..9,987536214124789365635421897462153978798264531351897642879645123213978456546312789,Hard
8..1..5.33..9.7..22.16....8......98...8.13..4.6..79.2..13462.7.......1359873.1...,879124563356987412241635798132546987798213654465879321513462879624798135987351246,Hard
..7....642.1.6..9..6.7.8..1.5..7.1.....24.6..14..5.9.8...9.73....5...789.8...3.2.,897132564231465897564798231653879142978241653142356978426987315315624789789513426,Hard
.98....6....8..351.5.264..8....891.412.5..9..98...1.3.8.9.1...6...645.7.5...7..13,798153462462897351351264798635789124124536987987421635879312546213645879546978213,Hard
7981.......398.14..1...5.78..7..3.64...5....7.5.8...3.246..83..1...627.....351...,798124653563987142412635978987213564321546897654879231246798315135462789879351426,Hard
......15....31.2..35.4...9.1.4.....9..59.8..1.8..4..3654...73..8.92.1.....3.6.9.8,462789153798315264351426897124653789635978421987142536546897312879231645213564978,Hard
....2179...27.9....98..64..98.6.5..1....7.654.5.31.........41351.58...4.24..5...9,563421798412789563798536412987645321321978654654312987879264135135897246246153879,Hard
....41........9..2..2...798...4.5...89.1...545..7.83..7.9..3....1562..7..2....135,978241563653879412142356798231465987897132654564798321789513246315624879426987135,Hard
1..3.......5.......87....56.9.51......2..7.13......9878..1..4....3.657..54..9.1..,124356879635879241987241356798513624462987513351624987879132465213465798546798132,Hard
..3.....5..6..27.8...46.1.......18..21..7.....9.....4.6..5...8.9786.........87624,123798465456132798789465132365241879214879356897356241642513987978624513531987624,Hard
1329.........54.32..53...98.87..65.....1.59.75.3.7.6..241....5.8...63.4....4.2...,132987465798654132465321798987246513624135987513879624241798356879563241356412879,Hard
....975...6...1.79.98..4.1.51..8...29.....35...4..5..83..1..98.2.1...6.5..965.1.4,132897546465231879798564213513789462987426351624315798356142987241978635879653124,Hard
97.....5.64..1........8.4624..2....91...........56.21...49....5..7..31.4..51...8.,978426351642315798531789462456231879123897546789564213214978635897653124365142987,Hard
.35...8....7..6........9365.46.1.7......45.2321..7..5.4..15...83..8..6427982.....,635421897987536214124789365546312789879645123213978456462153978351897642798264531,Hard
.975....3.3.8....65...317.9..631........8.6.2789......9....3.14.5.1.2.9.14..7.36.,897564123231897456564231789426315978315789642789426531978653214653142897142978365,Hard
35...6.8....8....57..13........12.....4.6.....35...14..79...5.4...98.2.1.136.4..7,351246789462879315798135426987412653124563978635798142879321564546987231213654897,Hard
.2.9...13.89.3.....1.6....71....5.79..3..7......2.4..65.4.8.1..2.1456...89..2.46.,426978513789531624315642987142365879653897241978214356564789132231456798897123465,Hard
...7....2.7841..........978..5.46.8.789....26..68..3158.7.21.6.56...723123.654...,653798142978412653142563978315246789789135426426879315897321564564987231231654897,Hard
...8.76...7..643.2.452....82.4.1...71...89..48...2..5..8.6.3....3.14.7....1...53.,312897645978564312645231978264315897153789264897426153789653421536142789421978536,Hard
.9..6..14.1..9.3.5.654.2...5.18.....97...........35..81.3...4..4..32.7.9.8.6.4...,897563214214798365365412897531879642978246531642135978123987456456321789789654123,Hard
...3.57989..2.....6.3.9.41.426....3....64...9.8...1.46...7893.1231.......97.2..5.,142365798978214563653897412426978135315642879789531246564789321231456987897123654,Hard
3......2.8..1.4.....4.35..9......2.453.4..8..6...981....68.......9.1..45.23...97.,365987421897124536214635789978351264531462897642798153456879312789213645123546978,Hard
.87....6..21...8......97.31.4....315.3...6...8..3.5...4.26..9.87.8142...5...7.14.,987231564321564897654897231246789315135426789879315426412653978798142653563978142,Hard
.42..5.........1.5...7....6.23..7.5......1987..95.4.2.8..6...1.2..97.5.3.6..4.7..,642315879978426135531789246123897654456231987789564321897653412214978563365142798,Hard
2314.....5..7..3.1.....3654.5..9741..4.36.79...8.1......6..8.35.1.....79.89.3...6,231456987564789321897123654653897412142365798978214563426978135315642879789531246,Hard
...9.741......4..321.........35..9...8..1.6.4..6.7...1.4.....359.8.5........6287.,365987412897124563214635798123546987789213654456879321642798135978351246531462879,Hard
....238..7.9..62..1...8.54...4.....5897.....4..5214..7.4.5.1.98.7....35..3.9.8...,456123879789456213123789546214897635897365124365214987642531798978642351531978462,Hard
..81....51..4.6.....5...3..9..5..2..6.4..8.5.......897...897..124....7...7...4..6,798123645132456978465789312987531264624978153513642897356897421241365789879214536,Hard
1...984..7.....1234..132....1.............978...624.3...6...8972.1.7...5.79.56...,132798456798465123465132789513987642624513978987624531356241897241879365879356214,Hard
.7.21.6.5.1..4....6458..3...3.9.7..14....5..97...24...8.7.51...2.4...153..3.62.97,978213645312546978645879312536987421421635789789124536897351264264798153153462897,Hard
....5..974....923..8..23...214...........46533.58.7....4.97.3.5978....2...16..7..,123456897456789231789123564214365978897214653365897142642978315978531426531642789,Hard
12..79.3.6.5..17..9..3.64...4......8.1...864..7946...2....1..97..862...33519....4,124879536635241789987356421546132978213798645879465312462513897798624153351987264,Hard
879.6.......2.18.7.13...5.......314263..4..7.1..9.8.5..5.7.......2....89.98...3..,879564231546231897213897564987653142635142978124978653351789426462315789798426315,Hard
1.3...7.9...8...23..92.1...6..7.9..197.....42...42..7.....538...9....36..65.78...,123564789456897123789231456642789531978315642531426978214653897897142365365978214,Hard
64.1...9...82...5.5...7.4.2.6.....8..14.........5.31..78..5........21..9..398...6,642135798978246351531879462365412987214798635897563124789654213456321879123987546,Hard
13...6.....6.7.5........642......12332.6.4.8..873....6.6..98...7..41.3..4.2....97,135246978246879531879135642654987123321654789987321456563798214798412365412563897,Hard
87..1...6.35....8.....87...6.4.9..3....1.25.......5.9..1.35.9..7..24.....6....142,879513426135624789246987315654798231987132564321465897412356978798241653563879142,Hard
4..978.....5.....8......64289.1...5..6.7.912..3...678.9.82.4.65653.9......2.6.8.7,426978531315642978789531642897123456564789123231456789978214365653897214142365897,Hard
7.8....12...2.39.8..287.6.598..62..3.1.79.26..2.3.1.972.1.875.63.6.2.7....9.35.21,798546312465213978132879645987462153513798264624351897241987536356124789879635421,Hard
.63...1.279...2.5..1..5397....56..976.489...1.8..3.5...3...67892.6..9...8..3.5...,563978142798142653412653978321564897654897231987231564135426789246789315879315426,Hard
...8..3.6...2.48.97.9.65...64..2..9.....5.13..1....46526.5.1.......786.4.9.....13,421897356536214879789365241645123798978456132312789465264531987153978624897642513,Hard
..5...1.......146..32.5.7....7.35....1....987624..9.13...563..93..7...4187.4....6,465987132798321465132654798987135624513246987624879513241563879356798241879412356,Hard
..826...5.....72...42..38.93....1.9....5..4......8.56..2.978...7..64..2145....9.7,978264135531897246642153879365421798897536412214789563123978654789645321456312987,Hard
..75...3....8...65654...7...1...7.567986.5..1....2.8.92...5.987135...62....4625..,987546132321879465654213798412987356798635241563124879246351987135798624879462513,Hard
1.......7...3...6.....89..3.21.5..8.7.9.425.....9.84.16.58.7.1...8.3..4..1.5..97.,153426897897315264264789153421653789789142536536978421645897312978231645312564978,Hard
635...7.8.2..975....7..5.1.....31......9..2467.864........2.98721.78.....7.4.6..1,635214798124897563987365412462531879351978246798642135546123987213789654879456321,Hard
79.1...2.....7.3.5351..6..9...7.81..1.4........7...653....5.897546.8...18..3215..,798135426462879315351246789635798142124563978987412653213654897546987231879321564,Hard
9....6.2.6..4...8.1...8.53...1.786.......29..89..4.3....5.....4...2...53.261.3..7,978536421653421789142789536231978645564312978897645312315897264789264153426153897,Hard
..5..7..67..6.41...2.5..8.9..1.9..5..9.....2.5.4.3..87.5.2......7...6..2...8.956.,315987246789624135426513879231798654897465321564132987653241798978356412142879563,Hard
.2..5.7.9...3....645......3...87.....781..6..5...4...8..4..389...74.2.6.3..798.1.,123654789789321456456987123642879531978135642531246978214563897897412365365798214,Hard
......7.954.....2..7..23..61...6.89.98..1..65.358.7.....16.2...4.297......8...642,213456789546789123879123456124365897987214365635897214351642978462978531798531642,Hard
4......9.53..........12..65...87.1.39......56..2.46....6...85....73516...53...9.8,421635897536987214789124365645879123978213456312546789264798531897351642153462978,Hard
.369.8.1.7......65.2.65...71.3.26....9....64.2..789.....8..1...3.....7.9..589....,536978214789142365421653897153426978897315642264789531978231456312564789645897123,Hard
...4.2.98897...........8351789.2.....2...5......98.12464..7....9.8...54.3...468..,153462798897351462264798351789124635421635987536987124645879213978213546312546879,Hard
62.....539...13..4...6.48..79.1.2..5..579.3..1...6.97..4..5.789.7.2...3...68...2.,624987153987513264513624897798132645465798312132465978241356789879241536356879421,Hard
...246...879....26.4..79.1.....6...8..379.1...984...5.3.1...8.76.4.....19..3215..,135246789879135426246879315412563978563798142798412653321654897654987231987321564,Hard
....7..6....2..89.897.4.......3.1.8...5...42...9.....5.....5..26...2.9..14.9..6.3,231879564564213897897546231426351789315798426789462315978635142653124978142987653,Hard
....87.6.89..3...4....2.8.7..62..7...8.5.61..1....94.6.31.98...6.2....7..78....31,214987365897635214365124897456213789789546123123879456531798642642351978978462531,Hard
.9.4.....15...........5.9874...8..56.361.4...7..6..2.1..8.46.3.312..9........37.8,897462513153798624264351987421987356536124879789635241978546132312879465645213798,Hard
1.3..6.8....879.2..89.....4...798..55.1.6...997.35.2..214...7.....1.4.63.6.9..4..,123546987456879321789213654642798135531462879978351246214635798897124563365987412,Hard
..1...8.73...9..1....4.2....65.....3....547....8..1456...87..3.9...3.6..51......8,241563897356798214879412365465987123132654789798321456624879531987135642513246978,Hard
5.3..9.2.7.....6.5...35...7.8.13.5.6.2.4....9.54.....31...2.79.8.....46..4.9.7...,563879124798241635412356987987132546321465879654798213135624798879513462246987351,Hard
..398..4..8....5.1.24....7....4651.....1...89.32..8..687....2......7..653.6.418..,513987642987624531624513978798465123465132789132798456879356214241879365356241897,Hard
45.3...8.1....8..67.9.4..238.7..6.....5421....1...9365.4215.9...7.26.....31.9..4.,456312789123978456789645123897536214365421897214789365642153978978264531531897642,Hard
35.....1.8.....56..4.365.9.6..97..35...642.79987........2.5...7..5..93.1..81.3..4,356897412879214563241365798624978135513642879987531246132456987465789321798123654,Hard
9.8..4...6..2..9.7.128..6........135...7.92..264..5......97...3.36....9878..53.1.,978564321645231987312897654897426135153789246264315879421978563536142798789653412,Hard
